dr_name,dataset_name,n_components,n_neighbors,RMSE,MAE,MAE_percentage,R2,residuals_mean,residuals_var
PCA,Credit,2,,9104.68795379679,6109.65232122169,1.20491893556274,0.000129348653689,-302.867106930373,92004015.8350579
PCA,Credit,4,,9104.68795432469,6109.65232164838,1.20491893571435,0.000129348537743,-302.86710694915,92004015.8457259
PCA,Credit,6,,9104.68795462498,6109.65232190087,1.20491893577809,0.000129348471787,-302.867106948737,92004015.8518019
PCA,Credit,8,,9104.68795472983,6109.65232207048,1.20491893582326,0.000129348448759,-302.867107056584,92004015.8538506
PCA,Credit,10,,9104.6879548148,6109.65232219844,1.20491893585968,0.000129348430096,-302.867107146302,92004015.8555094
PCA,Admission,2,,0.075961916653569,0.058036193363611,0.090668585061118,0.747501729483897,0.008537674485823,0.005769438882084
PCA,Facebook,2,,255.328596014837,131.812010386376,1.56979839895523,-0.051747118157784,70.3439228020691,60852.9540078025
PCA,Facebook,4,,255.479432973362,131.822180832639,1.56760259438172,-0.052990137532745,70.6978120008073,60880.3636875646
PCA,Facebook,6,,255.626429541539,131.898195183085,1.56711176286279,-0.054202215270246,70.7795999744178,60944.5653612291
PCA,Facebook,8,,255.572117723364,131.950422422842,1.5718492174596,-0.053754299483823,70.4804892918398,60959.1999866544
PCA,ForestFires,2,,11.3593391725993,4.97892848204184,3064501908147590.0,-0.138964497834328,3.47674485027317,118.082237817104
PCA,ForestFires,4,,11.3868576266865,4.97050263752123,2919626116037860.0,-0.144489556298686,3.52845462259157,118.348500941952
PCA,PremiumPrice,2,,5874.32306927041,4495.49253443681,0.201328156705874,-0.017924341340147,1179.20808985031,33285247.1116387
PCA,PremiumPrice,4,,5896.40711576134,4514.20992857471,0.201907589620252,-0.025592337765203,1211.2199907146,33469601.3998024
PCA,HousePrice,2,,92606.1955012619,59920.4672097883,0.314700442999284,-0.064015685284755,23174.2427088824,8066486875.13959
PCA,HousePrice,11,,92640.6501742641,60002.8978826507,0.315389462838811,-0.064807579005221,23100.6816270755,8076307159.23664
PCA,HousePrice,20,,92649.9741031652,60020.9900330128,0.315541015126031,-0.065021927452875,23083.7463427386,8078825566.947
PCA,HousePrice,29,,92653.4015442225,60028.1984318226,0.315605297025616,-0.065100726555303,23074.5230910212,8079890058.20055
PCA,HousePrice,38,,92655.3408755517,60032.4876820008,0.315643265969824,-0.065145314337096,23069.6285647606,8080477298.10794
PCA,HousePrice,47,,92656.3712603873,60035.1385464307,0.315667099157367,-0.065169004621361,23066.2981307783,8080823077.31943
PCA,HousePrice,56,,92657.150183823,60036.9764191979,0.315683112433176,-0.065186913559017,23064.2324847025,8081063535.19967
PCA,HousePrice,65,,92657.8869020144,60038.2479908668,0.315693231925722,-0.065203852256022,23063.2874886032,8081244269.43794
PCA,HousePrice,74,,92658.435215514,60039.2818444277,0.315702164707878,-0.065216459221273,23062.2381486431,8081394797.7442
PCA,HousePrice,83,,92658.7887568944,60039.9746544867,0.315708180440789,-0.065224587975336,23061.4798802556,8081495634.54016
PCA,HousePrice,92,,92659.0893832309,60040.4535697944,0.315712069180565,-0.065231500111555,23061.1206364631,8081568163.62014
PCA,WineQuality,2,,0.799139218768918,0.599592135703599,0.107407867279723,0.106245007997151,-0.002543571015182,0.639269336870956
PCA,WineQuality,4,,0.723070208931613,0.539204848164336,0.094731220670137,0.268297517831198,0.054221589934217,0.520421588666826
PCA,BankHappiness,2,,0.310192096159627,0.174088742231217,411456304893517.0,-0.000778085603411,-0.008634563096772,0.096184146511159
PCA,BankHappiness,4,,0.301391276758172,0.171092971937493,407960865725764.0,0.055204778137089,-0.010078046572409,0.090772474244804
PCA,BankHappiness,6,,0.303536573245111,0.169259512444185,397366805574943.0,0.041706846242133,-0.007146768434412,0.092121269391333
PCA,BankHappiness,8,,0.302135227423559,0.166576067601437,388086541965141.0,0.050534778838188,-0.005315736054068,0.091294993101971
PCA,OnlineNewsPopularity,2,,7662.516188610636,2228.5453696327145,0.6863521794765693,-0.0526760810176945,1735.4092671774647,55716561.112233736
PCA,OnlineNewsPopularity,4,,7654.503096725431,2219.539352026384,0.6806565976857258,-0.0504755559169576,1724.5614626496915,55631336.02109355
PCA,OnlineNewsPopularity,6,,7653.086011763511,2214.7371308704846,0.6694561996473998,-0.0500866409736329,1728.448826325145,55596211.90145415
PCA,OnlineNewsPopularity,8,,7654.365014315364,2214.950152712508,0.6670617915154741,-0.0504376564252937,1730.1256632488696,55609994.18095606
PCA,OnlineNewsPopularity,10,,7655.163337911421,2214.901694517461,0.6664432253821015,-0.0506567818254297,1732.2222744228843,55614958.1932674
PCA,OnlineNewsPopularity,12,,7656.349330697861,2213.9640362310947,0.6630803160083628,-0.0509823576059627,1734.4911537981968,55625254.57906305
PCA,OnlineNewsPopularity,14,,7656.455259071888,2211.6864233278143,0.6586207712773153,-0.0510114392524765,1735.7937432774895,55622355.55180356
PCA,OnlineNewsPopularity,16,,7657.177803206364,2212.703185389362,0.6601054376721446,-0.0512098177338005,1737.493705159323,55627517.17307925
PCA,OnlineNewsPopularity,18,,7657.869575701424,2213.158204580382,0.6602426616566711,-0.0513997652329354,1738.9870884134289,55632921.34638549
PCA,OnlineNewsPopularity,20,,7658.207901534362,2213.288577056096,0.6607601032302391,-0.0514926692855819,1739.6454715384034,55635813.62753288
PCA,OnlineNewsPopularity,22,,7658.255045099316,2213.6946338109137,0.6615205591275081,-0.051505615203522,1739.129815695453,55638330.18569494
PCA,NYCPropertySales,2,,1.2802123641569996,0.2244500638097949,1.1597998186005132,0.0445569391864774,0.0391344564056734,1.6378964898556203
PCA,NYCPropertySales,4,,1.285704143727984,0.2276336909695925,1.1181886190775503,0.036342150542178,0.0364802238785527,1.652192863853564
PCA,NYCPropertySales,6,,1.2853174376081973,0.2329618671543503,1.211938120293202,0.0369217494297545,0.0268920796325357,1.6518061425142876
PCA,NYCPropertySales,8,,1.287522986450374,0.2326505878090799,1.1997465007177868,0.0336137128253744,0.0271145885080543,1.6574703255724734
